timestamp,temperature,rh,location
2023-02-12T10:47Z,17,74,Hall
2023-02-12T10:51Z,17,68,
2023-02-12T10:56Z,16,70,
2023-02-12T11:01Z,15,76,
2023-02-12T11:06Z,14,77,
2023-02-12T11:11Z,14,78,
2023-02-12T11:16Z,14,79,
2023-02-12T11:21Z,14,79,
2023-02-12T11:26Z,14,79,
2023-02-12T11:31Z,14,79,
2023-02-12T11:36Z,14,80,
2023-02-12T11:41Z,14,80,
2023-02-12T11:46Z,14,80,
2023-02-12T11:51Z,14,80,
2023-02-12T11:56Z,14,80,
2023-02-12T12:01Z,14,80,
2023-02-12T12:06Z,14,80,
2023-02-12T12:11Z,14,80,
2023-02-12T12:16Z,14,81,
2023-02-12T12:21Z,14,81,
2023-02-12T12:26Z,14,81,
2023-02-12T12:31Z,14,82,
2023-02-12T12:36Z,14,82,
2023-02-12T12:41Z,15,82,
2023-02-12T12:46Z,15,82,
2023-02-12T12:51Z,15,82,
2023-02-12T12:56Z,14,82,
2023-02-12T13:01Z,14,82,
2023-02-12T13:06Z,14,82,
2023-02-12T13:11Z,14,82,
2023-02-12T13:16Z,14,82,
2023-02-12T13:21Z,14,82,
2023-02-12T13:26Z,14,82,
2023-02-12T13:31Z,14,82,
2023-02-12T13:36Z,14,82,
2023-02-12T13:41Z,14,82,
2023-02-12T13:46Z,14,82,
2023-02-12T13:51Z,14,82,
2023-02-12T13:56Z,14,82,
2023-02-12T14:01Z,14,82,
2023-02-12T14:06Z,14,81,
2023-02-12T14:11Z,14,81,
2023-02-12T14:16Z,13,81,
2023-02-12T14:21Z,13,81,
2023-02-12T14:26Z,13,81,
2023-02-12T14:31Z,13,81,
2023-02-12T14:36Z,13,81,
2023-02-12T14:41Z,13,81,
2023-02-12T14:46Z,13,81,
2023-02-12T14:51Z,13,81,
2023-02-12T14:56Z,13,81,
2023-02-12T15:01Z,13,81,
2023-02-12T15:06Z,13,81,
2023-02-12T15:11Z,13,81,
2023-02-12T15:16Z,13,81,
2023-02-12T15:21Z,13,81,
2023-02-12T15:26Z,13,81,
2023-02-12T15:31Z,13,81,
2023-02-12T15:36Z,13,81,
2023-02-12T15:41Z,13,81,
2023-02-12T15:46Z,13,81,
2023-02-12T15:51Z,13,81,
2023-02-12T15:56Z,13,81,
2023-02-12T16:01Z,13,81,
2023-02-12T16:06Z,13,81,
2023-02-12T16:11Z,13,81,
2023-02-12T16:16Z,13,81,
2023-02-12T16:21Z,13,81,
2023-02-12T16:26Z,13,81,
2023-02-12T16:31Z,13,81,
2023-02-12T16:36Z,13,81,
2023-02-12T16:41Z,13,81,
2023-02-12T16:46Z,13,81,
2023-02-12T16:51Z,13,81,
2023-02-12T16:56Z,13,81,
2023-02-12T17:01Z,13,81,
2023-02-12T17:06Z,13,81,
2023-02-12T17:11Z,13,81,
2023-02-12T17:16Z,13,81,
2023-02-12T17:21Z,13,81,
2023-02-12T17:26Z,13,81,
2023-02-12T17:31Z,13,81,
2023-02-12T17:36Z,13,81,
2023-02-12T17:41Z,13,81,
2023-02-12T17:46Z,13,82,
2023-02-12T17:51Z,13,82,
2023-02-12T17:56Z,13,82,
2023-02-12T18:01Z,13,82,
2023-02-12T18:06Z,13,82,
2023-02-12T18:11Z,13,82,
2023-02-12T18:16Z,13,82,
2023-02-12T18:21Z,13,81,
2023-02-12T18:26Z,13,81,
2023-02-12T18:31Z,13,81,
2023-02-12T18:36Z,13,81,
2023-02-12T18:41Z,14,81,
2023-02-12T18:46Z,14,80,
2023-02-12T18:51Z,14,80,
2023-02-12T18:55Z,14,80,
2023-02-12T19:00Z,14,80,
2023-02-12T19:05Z,15,80,
2023-02-12T19:10Z,15,80,
2023-02-12T19:15Z,15,79,
2023-02-12T19:20Z,15,79,
2023-02-12T19:25Z,15,79,
2023-02-12T19:30Z,15,79,
2023-02-12T19:35Z,15,79,
2023-02-12T19:40Z,15,79,
2023-02-12T19:45Z,16,78,
2023-02-12T19:50Z,16,77,
2023-02-12T19:55Z,16,77,
2023-02-12T20:00Z,16,77,
2023-02-12T20:05Z,16,77,
2023-02-12T20:10Z,16,77,
2023-02-12T20:15Z,16,77,
2023-02-12T20:20Z,16,77,
2023-02-12T20:25Z,16,77,
2023-02-12T20:30Z,16,78,
2023-02-12T20:35Z,17,78,
2023-02-12T20:40Z,17,78,
2023-02-12T20:45Z,17,78,
2023-02-12T20:50Z,17,78,
2023-02-12T20:55Z,17,78,
2023-02-12T21:00Z,17,78,
2023-02-12T21:05Z,17,78,
2023-02-12T21:10Z,17,78,
2023-02-12T21:15Z,17,78,
2023-02-12T21:20Z,17,78,
2023-02-12T21:25Z,17,78,
2023-02-12T21:30Z,17,78,
2023-02-12T21:35Z,17,78,
2023-02-12T21:40Z,18,77,
2023-02-12T21:45Z,17,77,
2023-02-12T21:50Z,18,77,
2023-02-12T21:55Z,18,77,
2023-02-12T22:00Z,18,76,
2023-02-12T22:05Z,18,76,
2023-02-12T22:10Z,18,76,
2023-02-12T22:15Z,18,75,
2023-02-12T22:20Z,18,75,
2023-02-12T22:25Z,18,75,
2023-02-12T22:30Z,17,75,
2023-02-12T22:35Z,17,75,
2023-02-12T22:40Z,17,75,
2023-02-12T22:45Z,17,75,
2023-02-12T22:50Z,17,75,
2023-02-12T22:55Z,17,75,
2023-02-12T23:00Z,17,75,
2023-02-12T23:05Z,17,75,
2023-02-12T23:10Z,17,75,
2023-02-12T23:15Z,16,75,
2023-02-12T23:20Z,16,75,
2023-02-12T23:25Z,16,75,
2023-02-12T23:30Z,16,75,
2023-02-12T23:35Z,16,75,
2023-02-12T23:40Z,16,75,
2023-02-12T23:45Z,16,75,
2023-02-12T23:50Z,16,75,
2023-02-12T23:55Z,16,75,
2023-02-13T00:00Z,16,75,
2023-02-13T00:05Z,16,75,
2023-02-13T00:10Z,16,75,
2023-02-13T00:15Z,16,75,
2023-02-13T00:20Z,16,75,
2023-02-13T00:25Z,16,75,
2023-02-13T00:30Z,15,76,
2023-02-13T00:35Z,15,76,
2023-02-13T00:40Z,15,76,
2023-02-13T00:45Z,15,76,
2023-02-13T00:50Z,15,76,
2023-02-13T00:55Z,15,76,
2023-02-13T01:00Z,15,76,
2023-02-13T01:05Z,15,76,
2023-02-13T01:10Z,15,76,
2023-02-13T01:15Z,15,76,
2023-02-13T01:20Z,15,76,
2023-02-13T01:25Z,15,76,
2023-02-13T01:30Z,15,76,
2023-02-13T01:35Z,15,76,
2023-02-13T01:40Z,15,76,
2023-02-13T01:45Z,15,76,
2023-02-13T01:50Z,15,76,
2023-02-13T01:55Z,15,76,
2023-02-13T02:00Z,15,76,
2023-02-13T02:05Z,15,76,
2023-02-13T02:10Z,15,76,
