timestamp,entry_id,temperature,rh,voltage,awake_time
2025-02-06T11:22:07Z,2452,18,44,,
2025-02-06T11:27:07Z,2453,18,45,,
2025-02-06T11:32:07Z,2454,18,45,,
2025-02-06T11:37:07Z,2455,18,46,,
2025-02-06T11:42:07Z,2456,18,46,,
2025-02-06T11:47:07Z,2457,18,46,,
2025-02-06T11:52:07Z,2458,18,47,,
2025-02-06T11:57:07Z,2459,18,47,,
2025-02-06T12:02:07Z,2460,18,47,,
2025-02-06T12:07:07Z,2461,18,48,,
2025-02-06T12:12:07Z,2462,18,48,,
2025-02-06T12:17:07Z,2463,18,48,3.42,72
2025-02-06T12:21:17Z,2464,18,48,,
2025-02-06T12:26:17Z,2465,18,48,,
2025-02-06T12:31:17Z,2466,17,48,,
2025-02-06T12:36:17Z,2467,17,48,,
2025-02-06T12:41:17Z,2468,17,48,,
2025-02-06T12:46:17Z,2469,17,49,,
2025-02-06T12:51:17Z,2470,17,49,,
2025-02-06T12:56:17Z,2471,17,49,,
2025-02-06T13:01:17Z,2472,17,49,,
2025-02-06T13:06:17Z,2473,17,49,,
2025-02-06T13:11:17Z,2474,17,49,,
2025-02-06T13:16:17Z,2475,17,49,3.42,6
2025-02-06T13:20:27Z,2476,17,49,,
2025-02-06T13:25:27Z,2477,17,49,,
2025-02-06T13:30:27Z,2478,17,50,,
2025-02-06T13:35:27Z,2479,17,50,,
2025-02-06T13:40:27Z,2480,17,50,,
2025-02-06T13:45:27Z,2481,17,50,,
2025-02-06T13:50:27Z,2482,17,50,,
2025-02-06T13:55:27Z,2483,17,50,,
2025-02-06T14:00:27Z,2484,17,50,,
2025-02-06T14:05:27Z,2485,18,50,,
2025-02-06T14:10:27Z,2486,17,50,,
2025-02-06T14:15:27Z,2487,18,50,3.42,6
2025-02-06T14:19:36Z,2488,18,51,,
2025-02-06T14:24:36Z,2489,17,50,,
2025-02-06T14:29:36Z,2490,17,51,,
2025-02-06T14:34:36Z,2491,17,51,,
2025-02-06T14:39:36Z,2492,17,51,,
2025-02-06T14:44:36Z,2493,17,51,,
2025-02-06T14:49:36Z,2494,17,51,,
